Aggregate Dataset,Released:,,20210218,Nursing Homes,,,,,,,,,,,,,Assisted Living,,,,,,,,,,,,,Uncategorized Long Term Care Facilities,,,,,,,,,,,,,Other Care Facilities,,,,,,,,,,,,
Date,State,,Data Type,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths ,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths ,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak
20210114,CA,,Aggregate,55911,,7854,,46241,,196,,,,,,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34028,,2643,,886
20210114,CO,,Aggregate,7139,,1387,,6363,,8,,,,,,292,3587,,510,,2737,,5,,,,,,300,,,,,,,,,,,,,,936,,162,,801,,0,,,,,,60
20210114,CT,,Aggregate,13268,,3728,,3963,,3,,,,,,212,1777,,448,,1180,,1,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,
20210114,DC,,Aggregate,884,,172,,735,,6,,,,,,18,110,,26,,162,,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
20210114,DE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,,528,,681,,1,,,,,,51,,,,,,,,,,,,,
20210114,FL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70238,,8733,,1777,,,,,,,,,,,,,
20210114,GA,,Aggregate,19769,,3012,,10767,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,3399,,559,,2535,,,,,,,,355
20210114,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210114,HI,,Aggregate,45,,24,,31,,,,,,1,,18,1,,,,1,,,,4,,0,,5,,,,,,,,,,,,,,6,,,,4,,,,,,3,,4
20210114,IA,,Aggregate,4102,,,,,,,,1853,,1725,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210114,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8086,,622,,308,,,,,,,,,,,,,
20210114,IL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67407,,8670,,1459,,,,,,,,,,,,,
20210114,IN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,20632,,4078,,13256,,,,,,,,736,,,,,,,,,,,,,
20210114,KS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12561,,1408,,590,,,,,,,,,,,,,
20210114,KY,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,15903,,1983,,11583,,11,,,,,,407,,,,,,,,,,,,,
20210114,LA,,Aggregate,14637,,2599,,10078,,,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,1802,,190,,,,,,,,,,206
20210114,MA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32461,,7694,418,,,,,,,,,,,,,
20210114,MD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27968,,3040,,320
20210114,ME,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1744,,229,,1156,,,,,,,,86,,,,,,,,,,,,,
20210114,MI,,Aggregate,16971,,3784,,13175,,35,,,,,,439,,,,,,,,,,,,,,,,,,,,,,,,,,,2964,,817,,2804,,4,,,,,,279
20210114,MN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,16853,,3716,,13376,,,,,,,,1030,,,,,,,,,,,,,
20210114,MO,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,747",,761,,,,,,,,,,630,,,,,,,,,,,,,
20210114,MP,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210114,MS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,9842,,1804,,,,,,,,,,240,,,,,,,,,,,,,
20210114,MT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,2097,,151,,136,,,,,,,,,3049,,270,,70,,,,,,,,,,,,,
20210114,NC,,Aggregate,,,,,,,,,26921,,2795,,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11506,,788,,321
20210114,ND,,Aggregate,2612,,,,3744,,,,,,,,76,1205,,,,1094,,,,,,,,64,,,,,,,,,,,817,,,237,,,,293,,,,,,,,30
20210114,NE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4235,,769,,4736,,3,,,,,,388,,,,,,,,,,,,,
20210114,NH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6639,,667,,,,,,,,,,,,,,,
20210114,NJ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,174",,"7,536",,20352,,127,,,,,,1193,,,,,,,,,,,,,
20210114,NM,,Aggregate,,,,,,,,,,,,,61,,,,,,,,,,,,,86,4001,,780,,3186,,5,,,,,,,,,,,,,,,,,,,
20210114,NV,,Aggregate,2641,,427,,2114,,9,,,,,,64,1173,,189,,719,,3,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
20210114,NY,,Aggregate,,,,,,,,,,,5497,2783,518,,,,,,,,,,,148,52,76,,,,,,,,,,,,,,,,,,,,,,,,,,
20210114,OH,,Aggregate,36979,,,,24681,,,,,,,,985,5775,,,,4584,,,,,,,,443,,,4896,,,,,,,,,,,1056,,,,1222,,,,,,,,130
20210114,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,,807,,3789,,6,,,,,,458,,,,,,,,,,,,,
20210114,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11193,,921,,513
20210114,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,58577,,,,11010,,,,,,9823,,1507,,,,,,,,,,,,,
20210114,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,1373,,,,855,,,,,,,,,,,,,
20210114,RI,,Aggregate,,,,,,,,,,,,,,900,,125,,,,,,,,,,45,5325,,1210,,,,,,,,,,83,,,,,,,,,,,,,
20210114,SC,,Aggregate,6823,,1336,,3791,,17,,,,,,182,2143,,329,,1353,,5,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,
20210114,SD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,3301,,792,,1160,,,,,,,,213,,,,,,,,,,,,,
20210114,TN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,16479,,2065,,13120,,,,,,,,582,,,,,,,,,,,,,
20210114,TX,,Aggregate,"68,072",,7596,,,,,,,,,,1219,8326,,1238,,,,,,,,,,1017,,,,,,,,,,,,,,,,,,,,,,,,,,
20210114,UT,,Aggregate,,,,,,,,,,,,,148,,,,,,,,,,,,,226,4601,,490,,4694,,,,,,,,,,,,,,,,,,,,,
20210114,VA,,Aggregate,,,,,,,,,12443,,1434,,259,,,,,,,,,4634,,384,,231,,,,,,,,,3023,,347,,199,,,,,,,,,3327,,445,,93
20210114,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210114,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,,54,,14,,,,,,,,,,,,,
20210114,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13870,0,1765,,1631,,,,,,,,,,,,,
20210114,WI,,Aggregate,,,,,,,,,,,,,621,,,,,,,,,,,,,,7214,,1463,,,,,,,,,,1293,,,,,,,,,,,,,
20210114,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,3466,,,,2769,,,,,,522,,122,,,,,,,,,,,,,
20210114,WY,,Aggregate,956,9,136,,794,48,,,,,,,29,166,20,6,,90,30,,,,,,,21,,,,,,,,,,,,,,12,,,,15,,,,,,,,1
20210121,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,7,,54,,,,,,,,5,,,,,,,,,,,,,
20210121,AL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,9804,,1625,,4508,,,,,,,,,,,,,,,,,,,,,
20210121,AR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,11210,,1735,,8887,,11,,,,,,305,,,,,,,,,,,,,
20210121,AS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210121,AZ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,665,7992,,2028,,5599,,16,,,,,,271,,,,,,,,,,,,,
20210121,CA,,Aggregate,58167,,8251,,47777,,202,,,,,,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36583,,2885,,927
20210121,CO,,Aggregate,7302,,1441,,6568,,8,,,,,,301,3694,,535,,2828,,4,,,,,,308,,,,,,,,,,,,,,1044,,174,,874,,0,,,,,,60
20210121,CT,,Aggregate,13515,,3841,,4160,,4,,,,,,213,1836,,457,,1255,,1,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,
20210121,DC,,Aggregate,918,,172,,767,,6,,,,,,18,111,,26,,171,,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
20210121,DE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,057",,541,,681,,1,,,,,,50,,,,,,,,,,,,,
20210121,FL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72913,,9012,,1802,,,,,,,,,,,,,
20210121,GA,,Aggregate,20435,,3156,,11123,,,,,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,3618,,602,,2610,,,,,,,,357
20210121,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210121,HI,,Aggregate,45,,24,,31,,,,,,1,,18,1,,,,1,,,,4,,0,,5,,,,,,,,,,,,,,6,,,,4,,,,,,3,,4
20210121,IA,,Aggregate,"4,102",,1839,,,,,,1983,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210121,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8309,,673,,309,,,,,,,,,,,,,
20210121,IL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69398,,8986,,1525,,,,,,,,,,,,,
20210121,IN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,22009,,4326,,14110,,,,,,,,738,,,,,,,,,,,,,
20210121,KS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13136,,1509,,607,,,,,,,,,,,,,
20210121,KY,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,16270,,2056,,11895,,13,,,,,,407,,,,,,,,,,,,,
20210121,LA,,Aggregate,14936,,2639,,10344,,,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,1830,,200,,,,,,,,,,206
20210121,MA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33220,,7838,419,,,,,,,,,,,,,
20210121,MD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28954,,3130,,320
20210121,ME,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2179,,290,,1459,,,,,,,,107,,,,,,,,,,,,,
20210121,MI,,Aggregate,17356,,3881,,13577,,36,,,,,,438,,,,,,,,,,,,,,,,,,,,,,,,,,,3219,,876,,2932,,5,,,,,,287
20210121,MN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,17137,,3825,,13376,,,,,,,,1030,,,,,,,,,,,,,
20210121,MO,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4747,,761,,,,,,,,,,630,,,,,,,,,,,,,
20210121,MP,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210121,MS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,10022,,1864,,,,,,,,,,240,,,,,,,,,,,,,
20210121,MT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,2182,,160,,136,,,,,,,,,3161,,285,,70,,,,,,,,,,,,,
20210121,NC,,Aggregate,,,,,,,,,28165,,2924,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12477,,833,,334
20210121,ND,,Aggregate,2622,,,,3762,,,,,,,,76,1210,,,,1099,,,,,,,,64,,,,,,,,,,,830,,,237,,,,296,,,,,,,,30
20210121,NE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4602,,946,,5133,,4,,,,,,395,,,,,,,,,,,,,
20210121,NH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7079,,705,,,,,,,,,,,,,,,
20210121,NJ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,31670,,7627,,20904,,140,,,,,,1207,,,,,,,,,,,,,
20210121,NM,,Aggregate,,,,,,,,,,,,,61,,,,,,,,,,,,,86,4061,,838,,3247,,5,,,,,,,,,,,,,,,,,,,
20210121,NV,,Aggregate,2754,,465,,2173,,9,,,,,,64,1228,,202,,744,,3,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,
20210121,NY,,Aggregate,,,,,,,,,,,5758,2783,527,,,,,,,,,,,151,52,77,,,,,,,,,,,,,,,,,,,,,,,,,,
20210121,OH,,Aggregate,36979,,,,24681,,,,,,,,985,5775,,,,4584,,,,,,,,443,,,5079,,,,,,,,,,,1056,,,,1222,,,,,,,,130
20210121,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,6839,,841,,4063,,7,,,,,,466,,,,,,,,,,,,,
20210121,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11769,,1008,,538
20210121,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,60597,,,,11372,,,,,,10137,,1525,,,,,,,,,,,,,
20210121,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,1373,,,,868,,,,,,,,,,,,,
20210121,RI,,Aggregate,,,,,,,,,,,,,,950,,135,,,,,,,,,,46,5470,,1235,,,,,,,,,,83,,,,,,,,,,,,,
20210121,SC,,Aggregate,7039,,1344,,3961,,17,,,,,,182,2262,,333,,1403,,5,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,
20210121,SD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,3383,,803,,1182,,,,,,,,214,,,,,,,,,,,,,
20210121,TN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,17328,,"2,200",,13697,,,,,,,,590,,,,,,,,,,,,,
20210121,TX,,Aggregate,71272,,7940,,,,,,,,,,1222,8967,,1329,,,,,,,,,,1038,,,,,,,,,,,,,,,,,,,,,,,,,,
20210121,UT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4643,,506,,4760,,,,,,,,,,,,,,,,,,,,,
20210121,VA,,Aggregate,,,,,,,,,13256,,1515,,272,,,,,,,,,4886,,417,,239,,,,,,,,,4021,,443,,215,,,,,,,,,3397,,469,,93
20210121,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210121,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,,54,,14,,,,,,,,,,,,,
20210121,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13870,0,1765,,1708,,,,,,,,,,,,,
20210121,WI,,Aggregate,,,,,,,,,,,,,625,,,,,,,,,,,,,,7533,,1602,,,,,,,,,,1324,,,,,,,,,,,,,
20210121,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,3553,,,,"2,892",,,,,,578,,122,,,,,,,,,,,,,
20210121,WY,,Aggregate,969,9,136,,809,48,,,,,,,29,166,26,6,,90,30,,,,,,,22,,,,,,,,,,,,,,12,,,,15,,,,,,,,1
20210128,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,7,,60,,,,,,,,6,,,,,,,,,,,,,
20210128,AL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,10167,,1625,,4577,,,,,,,,,,,,,,,,,,,,,
20210128,AR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,11440,,1768,,9092,,11,,,,,,306,,,,,,,,,,,,,
20210128,AS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210128,AZ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,675,7992,,2028,,5599,,16,,,,,,273,,,,,,,,,,,,,
20210128,CA,,Aggregate,59362,,8541,,48709,,204,,,,,,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38864,,3144,,948
20210128,CO,,Aggregate,7447,,1515,,6707,,9,,,,,,307,3770,,546,,2920,,10,,,,,,323,,,,,,,,,,,,,,1042,,176,,886,,0,,,,,,62
20210128,CT,,Aggregate,13681,,3838,,4313,,4,,,,,,212,1884,,466,,1321,,2,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,
20210128,DC,,Aggregate,971,,181,,830,,6,,,,,,18,115,,26,,175,,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
20210128,DE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2116,,573,,866,,1,,,,,,51,,,,,,,,,,,,,
20210128,FL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75437,,9328,,1825,,,,,,,,,,,,,
20210128,GA,,Aggregate,20916,,3267,,11446,,,,,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,3767,,676,,2709,,,,,,,,360
20210128,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210128,HI,,Aggregate,45,,24,,31,,,,,,1,,18,1,,,,1,,,,4,,0,,5,,,,,,,,,,,,,,6,,,,4,,,,,,3,,4
20210128,IA,,Aggregate,4102,,1888,,,,,,1983,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210128,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8493,,688,,313,,,,,,,,,,,,,
20210128,IL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,103",,9263,,1537,,,,,,,,,,,,,
20210128,IN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,22772,,4496,,14557,,,,,,,,742,,,,,,,,,,,,,
20210128,KS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13710,,1576,,620,,,,,,,,,,,,,
20210128,KY,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,16466,,2115,,12091,,13,,,,,,407,,,,,,,,,,,,,
20210128,LA,,Aggregate,15301,,2691,,10655,,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,1844,,211,,,,,,,,,,207
20210128,MA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33733,,7993,421,,,,,,,,,,,,,
20210128,MD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29961,,3248,,320
20210128,ME,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2444,,332,,1602,,,,,,,,99,,,,,,,,,,,,,
20210128,MI,,Aggregate,17628,,3961,,13833,,38,,,,,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,3282,,888,,3060,,5,,,,,,272
20210128,MN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,17361,,3900,,13376,,,,,,,,1059,,,,,,,,,,,,,
20210128,MO,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,15090,,1848,,,,,,,,,,630,,,,,,,,,,,,,
20210128,MP,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210128,MS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,10179,,1896,,,,,,,,,,240,,,,,,,,,,,,,
20210128,MT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,2247,,163,,137,,,,,,,,,3164,,285,,70,,,,,,,,,,,,,
20210128,NC,,Aggregate,,,,,,,,,29894,,3115,,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13446,,917,,340
20210128,ND,,Aggregate,"2,629",,,,3779,,,,,,,,76,1214,,,,1107,,,,,,,,64,,,,,,,,,,,841,,,238,,,,297,,,,,,,,30
20210128,NE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4602,,946,,5133,,4,,,,,,395,,,,,,,,,,,,,
20210128,NH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7465,,738,,,,,,,,,,,,,,,
20210128,NJ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,32199,,7699,,21373,,144,,,,,,1225,,,,,,,,,,,,,
20210128,NM,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4107,,870,,3299,,5,,,,,,,,,,,,,,,,,,,
20210128,NV,,Aggregate,2828,,474,,2250,,11,,,,,,64,1333,,213,,767,,3,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,
20210128,NY,,Aggregate,,,,,,,,,,,9867,2957,536,,,,,,,,,,,160,54,83,,,,,,,,,,,,,,,,,,,,,,,,,,
20210128,OH,,Aggregate,38350,,,,25721,,,,,,,,980,6351,,,,5057,,,,,,,,460,,,5256,,,,,,,,,,,1109,,,,1260,,,,,,,,135
20210128,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,7090,,894,,4333,,8,,,,,,472,,,,,,,,,,,,,
20210128,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036,,,,1,,12195,,,,554
20210128,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,62483,,,,11861,,,,,,11170,,1536,,,,,,,,,,,,,
20210128,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,1373,,,,878,,,,,,,,,,,,,
20210128,RI,,Aggregate,,,,,,,,,,,,,,970,,140,,,,,,,,,,47,5580,,1265,,,,,,,,,,83,,,,,,,,,,,,,
20210128,SC,,Aggregate,7332,,1361,,4163,,17,,,,,,182,2438,,348,,1526,,5,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,
20210128,SD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,3421,,832,,1182,,,,,,,,214,,,,,,,,,,,,,
20210128,TN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,17901,,"2,329",,14074,,,,,,,,590,,,,,,,,,,,,,
20210128,TX,,Aggregate,74112,,8238,,,,,,,,,,1222,9455,,1424,,,,,,,,,,1055,,,,,,,,,,,,,,,,,,,,,,,,,,
20210128,UT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4868,,528,,4861,,,,,,,,,,,,,,,,,,,,,
20210128,VA,,Aggregate,,,,,,,,,14452,,1672,,281,,,,,,,,,5415,,444,,254,,,,,,,,,4104,,415,,222,,,,,,,,,3664,,480,,98
20210128,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210128,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,,54,,14,,,,,,,,,,,,,
20210128,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14694,1493,1900,130,1796,,,,,,,,,,,,,
20210128,WI,,Aggregate,,,,,,,,,,,,,636,,,,,,,,,,,,,,7752,,1694,,,,,,,,,,1353,,,,,,,,,,,,,
20210128,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,3715,,,,2995,,,,,,620,,123,,,,,,,,,,,,,
20210128,WY,,Aggregate,969,9,136,,809,48,,,,,,,29,166,26,6,,90,30,,,,,,,22,,,,,,,,,,,,,,12,,,,15,,,,,,,,1
20210204,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,7,,62,,,,,,,,7,,,,,,,,,,,,,
20210204,AL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,10298,,1625,,4628,,,,,,,,,,,,,,,,,,,,,
20210204,AR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,11883,,1901,,9606,,11,,,,,,308,,,,,,,,,,,,,
20210204,AS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210204,AZ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,680,8926,,2246,,6174,,17,,,,,,275,,,,,,,,,,,,,
20210204,CA,,Aggregate,60093,,8713,,49211,,215,,,,,,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40405,,3313,,966
20210204,CO,,Aggregate,7698,,1573,,6931,,13,,,,,,309,3887,,564,,3001,,10,,,,,,327,,,,,,,,,,,,,,1018,,179,,862,,0,,,,,,61
20210204,CT,,Aggregate,13782,,3873,,4400,,4,,,,,,212,1911,,471,,1347,,2,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,
20210204,DC,,Aggregate,1019,,195,,864,,6,,,,,,18,118,,28,,184,,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
20210204,DE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2159,,597,,879,,1,,,,,,53,,,,,,,,,,,,,
20210204,FL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,552",,"9,649",,1849,,,,,,,,,,,,,
20210204,GA,,Aggregate,21191,,3376,,11591,,,,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,3869,,700,,2751,,,,,,,,356
20210204,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210204,HI,,Aggregate,45,,24,,31,,,,,,1,,18,1,,,,1,,,,4,,0,,5,,,,,,,,,,,,,,6,,,,4,,,,,,3,,4
20210204,IA,,Aggregate,4102,,2070,,,,,,1983,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210204,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8596,,707,,313,,,,,,,,,,,,,
