Aggregate Dataset,Released:,,20210218,Nursing Homes,,,,,,,,,,,,,Assisted Living,,,,,,,,,,,,,Uncategorized Long Term Care Facilities,,,,,,,,,,,,,Other Care Facilities,,,,,,,,,,,,
Date,State,,Data Type,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths ,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths ,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak
20201217,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201217,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,,54,,14,,,,,,,,,,,,,
20201217,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11883,0,1581,,1351,,,,,,,,,,,,,
20201217,WI,,Aggregate,,,,,,,,,,,,,587,,,,,,,,,,,,,,5976,,1109,,,,,,,,,,1189,,,,,,,,,,,,,
20201217,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2258,,,,1767,,,,,,329,,116,,,,,,,,,,,,,
20201217,WY,,Aggregate,752,34,102,,654,35,,,,,,,29,119,1,4,,83,,,,,,,,14,,,,,,,,,,,,,,12,,,,15,,,,,,,,1
20201224,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,4,,48,,,,,,,,4,,,,,,,,,,,,,
20201224,AL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,8126,,1205,,4096,,,,,,,,,,,,,,,,,,,,,
20201224,AR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,9332,,1392,,6911,,9,,,,,,294,,,,,,,,,,,,,
20201224,AS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201224,AZ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,565,"6,606",,1730,,4496,,13,,,,,,260,,,,,,,,,,,,,
20201224,CA,,Aggregate,44495,,6109,,36429,,169,,,,,,1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22963,,1745,,677
20201224,CO,,Aggregate,5781,716,1085,140,4589,807,7,0,,,,,265,2838,200,367,22,1965,257,2,1,,,,,260,,,,,,,,,,,,,,627,103,143,12,440,183,0,0,,,,,54
20201224,CT,,Aggregate,12091,,3406,,2992,,3,,,,,,212,1554,,426,,878,,1,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,
20201224,DC,,Aggregate,785,,161,,600,,6,,,,,,18,102,,24,,137,,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
20201224,DE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1841,,477,,461,,1,,,,,,44,,,,,,,,,,,,,
20201224,FL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62492,,7970,,1226,,,,,,,,,,,,,
20201224,GA,,Aggregate,18030,,2686,,9151,,,,,,,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,2454,,430,,1846,,,,,,,,327
20201224,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201224,HI,,Aggregate,45,,24,,31,,,,,,1,,18,1,,,,1,,,,4,,0,,5,,,,,,,,,,,,,,6,,,,4,,,,,,3,,4
20201224,IA,,Aggregate,4102,,,,,,,,1853,,1137,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201224,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7199,,515,,296,,,,,,,,,,,,,
20201224,IL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59970,,7559,,1407,,,,,,,,,,,,,
20201224,IN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,18970,,3604,,12116,,,,,,,,728,,,,,,,,,,,,,
20201224,KS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10489,,1091,,530,,,,,,,,,,,,,
20201224,KY,,Aggregate,13047,,1649,,9340,,7,,,,,,272,492,,36,,448,,0,,,,,,85,,,,,,,,,,,,,,403,,29,,273,,1,,,,,,50
20201224,LA,,Aggregate,12855,,2365,,8647,,,,,,,,271,,,,,,,,,,,,,,,,,,,,,,,,,,,1629,,169,,,,,,,,,,203
20201224,MA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29907,,7191,412,,,,,,,,,,,,,
20201224,MD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24693,,2759,,320
20201224,ME,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1170,,,,831,,,,,,178,,69,,,,,,,,,,,,,
20201224,MI,,Aggregate,15570,,3261,,11758,,31,,,,,,438,,,,,,,,,,,,,,,,,,,,,,,,,,,2505,,739,,2415,,4,,,,,,274
20201224,MN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,15325,,3220,,12468,,,,,,,,1012,,,,,,,,,,,,,
20201224,MO,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2824,,525,,,,,,,,,,630,,,,,,,,,,,,,
20201224,MP,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201224,MS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,9028,,1651,,,,,,,,,,238,,,,,,,,,,,,,
20201224,MT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,1732,,119,,131,,,,,,,,,2797,,226,,68,,,,,,,,,,,,,
20201224,NC,,Aggregate,,,,,,,,,22279,,2356,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9109,,669,,219
20201224,ND,,Aggregate,2527,,,,3555,,,,,,,,76,1162,,,,1039,,,,,,,,62,,,,,,,,,,,756,,,216,,,,269,,,,,,,,29
20201224,NE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,3974,,,,4353,,3,,,,606,,379,,,,,,,,,,,,,
20201224,NH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5351,,516,,,,,,,,,,,,,,,
20201224,NJ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,29012,,7198,,18358,,124,,,,,,1137,,,,,,,,,,,,,
20201224,NM,,Aggregate,,,,,,,,,,,,,61,,,,,,,,,,,,,86,3434,,595,,2781,,5,,,,,,,,,,,,,,,,,,,
20201224,NV,,Aggregate,2256,,352,,1817,,8,,,,,,63,931,,148,,551,,3,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,
20201224,NY,,Aggregate,,,,,,,,,,,4685,2783,477,,,,,,,,,,,134,52,65,,,,,,,,,,,,,,,,,,,,,,,,,,
20201224,OH,,Aggregate,29426,,,,19430,,,,,,,,976,4202,,,,3316,,,,,,,,406,,,4253,,,,,,,,,,,793,,,,843,,,,,,,,113
20201224,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,5414,,681,,3273,,4,,,,,,435,,,,,,,,,,,,,
20201224,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7911,,715,,454
20201224,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,49042,,,,8942,,,,,,8138,,1435,,,,,,,,,,,,,
20201224,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,154,,73,,,,,,,,,,,,,,,,,,,,,
20201224,RI,,Aggregate,,,,,,,,,,,,,,720,,95,,,,,,,,,,39,"4,790",,1090,,,,,,,,,,82,,,,,,,,,,,,,
20201224,SC,,Aggregate,6493,,1303,,3444,,17,,,,,,181,1706,,298,,1041,,5,,,,,,235,,,,,,,,,,,,,,,,,,,,,,,,,,
20201224,SD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2877,,616,,1092,,,,,,,,210,,,,,,,,,,,,,
20201224,TN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,13412,,1700,,10950,,,,,,,,548,,,,,,,,,,,,,
20201224,TX,,Aggregate,56857,,6361,,,,,,,,,,1208,6242,,961,,,,,,,,,,924,,,,,,,,,,,,,,,,,,,,,,,,,,
20201224,UT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4033,,417,,4114,,,,,,,,319,,,,,,,,,,,,,
20201224,VA,,Aggregate,,,,,,,,,10527,,1304,,229,,,,,,,,,3250,,329,,179,,,,,,,,,3010,,224,,200,,,,,,,,,2898,,418,,82
20201224,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201224,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,,54,,14,,,,,,,,,,,,,
20201224,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11883,0,1581,,1511,,,,,,,,,,,,,
20201224,WI,,Aggregate,,,,,,,,,,,,,598,,,,,,,,,,,,,,6348,,1205,,,,,,,,,,1219,,,,,,,,,,,,,
20201224,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2728,,,,2249,,,,,,395,,118,,,,,,,,,,,,,
20201224,WY,,Aggregate,589,34,79,,533,35,,,,,,,29,119,1,4,,83,,,,,,,,14,,,,,,,,,,,,,,12,,,,15,,,,,,,,1
20201231,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,6,,49,,,,,,,,4,,,,,,,,,,,,,
20201231,AL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,8644,,1360,,4201,,,,,,,,,,,,,,,,,,,,,
20201231,AR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,9744,,1501,,7408,,11,,,,,,298,,,,,,,,,,,,,
20201231,AS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201231,AZ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,584,6994,,1791,,4867,,13,,,,,,264,,,,,,,,,,,,,
20201231,CA,,Aggregate,48658,,6628,,39846,,174,,,,,,1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26692,,2025,,751
20201231,CO,,Aggregate,6694,,1283,,5692,,8,,,,,,274,3211,,406,,2395,,4,,,,,,270,,,,,,,,,,,,,,799,,155,,647,,0,,,,,,57
20201231,CT,,Aggregate,12091,,3406,,2992,,3,,,,,,212,1554,,426,,878,,1,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,
20201231,DC,,Aggregate,820,,163,,629,,6,,,,,,18,106,,25,,144,,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
20201231,DE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1911,,495,,534,,1,,,,,,46,,,,,,,,,,,,,
20201231,FL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64450,,8169,,1226,,,,,,,,,,,,,
20201231,GA,,Aggregate,17997,,2763,,9758,,,,,,,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,2760,,469,,2039,,,,,,,,339
20201231,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201231,HI,,Aggregate,45,,24,,31,,,,,,1,,18,1,,,,1,,,,4,,0,,5,,,,,,,,,,,,,,6,,,,4,,,,,,3,,4
20201231,IA,,Aggregate,4102,,,,,,,,1853,,1139,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201231,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7491,,539,,300,,,,,,,,,,,,,
20201231,IL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,600",,7910,,1421,,,,,,,,,,,,,
20201231,IN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,19729,,3840,,12610,,,,,,,,734,,,,,,,,,,,,,
20201231,KS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11086,,1193,,542,,,,,,,,,,,,,
20201231,KY,,Aggregate,13667,,1744,,9793,,8,,,,,,272,505,,39,,460,,0,,,,,,85,,,,,,,,,,,,,,411,,29,,285,,1,,,,,,50
20201231,LA,,Aggregate,13521,,2465,,9195,,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,1697,,174,,,,,,,,,,204
20201231,MA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30642,,7340,416,,,,,,,,,,,,,
20201231,MD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25534,,2839,,320
20201231,ME,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1170,,178,,831,,,,,,,,69,,,,,,,,,,,,,
20201231,MI,,Aggregate,16084,,3492,,12247,,32,,,,,,435,,,,,,,,,,,,,,,,,,,,,,,,,,,2701,,786,,2575,,4,,,,,,270
20201231,MN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,15838,,3394,,12468,,,,,,,,1030,,,,,,,,,,,,,
20201231,MO,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2824,,525,,,,,,,,,,630,,,,,,,,,,,,,
20201231,MP,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201231,MS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,271",,1694,,,,,,,,,,238,,,,,,,,,,,,,
20201231,MT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,1732,,119,,131,,,,,,,,,2797,,226,,68,,,,,,,,,,,,,
20201231,NC,,Aggregate,,,,,,,,,23254,,2453,,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9629,,698,,230
20201231,ND,,Aggregate,2594,,,,3700,,,,,,,,76,1192,,,,1079,,,,,,,,63,,,,,,,,,,,768,,,233,,,,285,,,,,,,,30
20201231,NE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4235,,769,,4736,,3,,,,,,388,,,,,,,,,,,,,
20201231,NH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,794",,572,,,,,,,,,,,,,,,
20201231,NJ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,29606,,7306,,18898,,125,,,,,,1155,,,,,,,,,,,,,
20201231,NM,,Aggregate,,,,,,,,,,,,,61,,,,,,,,,,,,,86,"3,434",,595,,2781,,5,,,,,,,,,,,,,,,,,,,
20201231,NV,,Aggregate,2354,,372,,1871,,8,,,,,,63,937,,154,,576,,3,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,
20201231,NY,,Aggregate,,,,,,,,,,,4926,2783,493,,,,,,,,,,,138,52,67,,,,,,,,,,,,,,,,,,,,,,,,,,
20201231,OH,,Aggregate,31859,,,,21574,,,,,,,,974,4998,,,,4061,,,,,,,,416,,,4487,,,,,,,,,,,1014,,,,1102,,,,,,,,117
20201231,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,5812,,723,,3454,,5,,,,,,446,,,,,,,,,,,,,
20201231,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7911,,715,,454
20201231,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,642",,,,9587,,,,,,8849,,1468,,,,,,,,,,,,,
20201231,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,154,,73,,,,,,,,,,,,,,,,,,,,,
20201231,RI,,Aggregate,,,,,,,,,,,,,,800,,105,,,,,,,,,,42,"5,030",,1120,,,,,,,,,,82,,,,,,,,,,,,,
20201231,SC,,Aggregate,6560,,1314,,3514,,17,,,,,,181,1769,,302,,1105,,5,,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,
20201231,SD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2877,,616,,1092,,,,,,,,210,,,,,,,,,,,,,
20201231,TN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,14147,,1781,,11484,,,,,,,,555,,,,,,,,,,,,,
20201231,TX,,Aggregate,61926,,6698,,,,,,,,,,1213,6778,,1023,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,,,,,,,,
20201231,UT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4232,,428,,4297,,,,,,,,319,,,,,,,,,,,,,
20201231,VA,,Aggregate,,,,,,,,,11214,,1339,,248,,,,,,,,,3936,,337,,203,,,,,,,,,2196,,240,,169,,,,,,,,,3142,,423,,88
20201231,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201231,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,,54,,14,,,,,,,,,,,,,
20201231,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12501,0,1627,,1553,,,,,,,,,,,,,
20201231,WI,,Aggregate,,,,,,,,,,,,,607,,,,,,,,,,,,,,6647,,1267,,,,,,,,,,1247,,,,,,,,,,,,,
20201231,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2978,,,,2455,,,,,,430,,121,,,,,,,,,,,,,
20201231,WY,,Aggregate,851,9,126,,723,51,,,,,,,27,150,13,6,,102,35,,,,,,,19,,,,,,,,,,,,,,12,,,,15,,,,,,,,1
20210107,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,6,,54,,,,,,,,4,,,,,,,,,,,,,
20210107,AL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,9075,,1396,,4334,,,,,,,,,,,,,,,,,,,,,
20210107,AR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,10318,,1603,,7977,,11,,,,,,300,,,,,,,,,,,,,
20210107,AS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210107,AZ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,612,7199,,1849,,5104,,13,,,,,,266,,,,,,,,,,,,,
20210107,CA,,Aggregate,52343,,7172,,43218,,191,,,,,,1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30123,,2329,,826
20210107,CO,,Aggregate,6901,,1359,,5989,,8,,,,,,284,3385,,450,,2537,,5,,,,,,289,,,,,,,,,,,,,,906,,162,,755,,0,,,,,,59
20210107,CT,,Aggregate,12956,,3652,,2992,,3,,,,,,212,1704,,434,,1072,,1,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,
20210107,DC,,Aggregate,858,,166,,708,,6,,,,,,18,109,,26,,150,,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
20210107,DE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1978,,505,,606,,1,,,,,,51,,,,,,,,,,,,,
20210107,FL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67264,,8415,,1226,,,,,,,,,,,,,
20210107,GA,,Aggregate,18903,,2863,,10267,,,,,,,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,3077,,512,,2334,,,,,,,,342
20210107,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210107,HI,,Aggregate,45,,24,,31,,,,,,1,,18,1,,,,1,,,,4,,0,,5,,,,,,,,,,,,,,6,,,,4,,,,,,3,,4
20210107,IA,,Aggregate,4102,,,,,,,,1853,,1139,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210107,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7722,,565,,305,,,,,,,,,,,,,
20210107,IL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65078,,8297,,1439,,,,,,,,,,,,,
20210107,IN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,20632,,4078,,13256,,,,,,,,735,,,,,,,,,,,,,
20210107,KS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11908,,1303,,569,,,,,,,,,,,,,
20210107,KY,,Aggregate,,,1830,,,,8,,,,,,272,,,47,,,,,,,,,,85,15488,,,,11277,,,,,,,,,,,31,,,,1,,,,,,50
20210107,LA,,Aggregate,14025,,2523,,9594,,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,1749,,176,,,,,,,,,,206
20210107,MA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31683,,7523,417,,,,,,,,,,,,,
20210107,MD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26721,,2962,,320
20210107,ME,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1744,,229,,1156,,,,,,,,86,,,,,,,,,,,,,
20210107,MI,,Aggregate,16499,,3683,,12702,,34,,,,,,433,,,,,,,,,,,,,,,,,,,,,,,,,,,2862,,826,,2750,,4,,,,,,270
20210107,MN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,16495,,3576,,13376,,,,,,,,1030,,,,,,,,,,,,,
20210107,MO,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2824,,525,,,,,,,,,,630,,,,,,,,,,,,,
20210107,MP,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210107,MS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,9271,,1694,,,,,,,,,,240,,,,,,,,,,,,,
20210107,MT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,1999,,147,,136,,,,,,,,,2957,,254,,70,,,,,,,,,,,,,
20210107,NC,,Aggregate,,,,,,,,,25122,,2602,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10493,,743,,273
20210107,ND,,Aggregate,2594,,,,3700,,,,,,,,76,1192,,,,1079,,,,,,,,63,,,,,,,,,,,807,,,233,,,,285,,,,,,,,30
20210107,NE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4235,,769,,4736,,3,,,,,,388,,,,,,,,,,,,,
20210107,NH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6289,,624,,,,,,,,,,,,,,,
20210107,NJ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,30465,,7427,,19616,,125,,,,,,1177,,,,,,,,,,,,,
20210107,NM,,Aggregate,,,,,,,,,,,,,61,,,,,,,,,,,,,86,3434,,595,,2781,,5,,,,,,,,,,,,,,,,,,,
20210107,NV,,Aggregate,2571,,418,,2038,,9,,,,,,64,1029,,181,,638,,3,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,
20210107,NY,,Aggregate,,,,,,,,,,,5197,2783,503,,,,,,,,,,,144,52,73,,,,,,,,,,,,,,,,,,,,,,,,,,
20210107,OH,,Aggregate,36413,,,,24640,,,,,,,,985,5770,,,,4941,,,,,,,,429,,,4690,,,,,,,,,,,1438,,,,1595,,,,,,,,123
20210107,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,6255,,760,,3633,,5,,,,,,452,,,,,,,,,,,,,
20210107,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9115,,824,,497
20210107,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,55864,,,,10313,,,,,,9311,,1489,,,,,,,,,,,,,
20210107,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,1373,,,,854,,,,,,,,,,,,,
20210107,RI,,Aggregate,,,,,,,,,,,,,,855,,110,,,,,,,,,,43,5185,,1170,,,,,,,,,,83,,,,,,,,,,,,,
20210107,SC,,Aggregate,"6,707",,1329,,3658,,17,,,,,,182,1886,,309,,1179,,5,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,
20210107,SD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,3169,,719,,1147,,,,,,,,211,,,,,,,,,,,,,
20210107,TN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,15088,,1900,,12198,,,,,,,,560,,,,,,,,,,,,,
20210107,TX,,Aggregate,66183,,7150,,,,,,,,,,1216,7632,,1125,,,,,,,,,,988,,,,,,,,,,,,,,,,,,,,,,,,,,
20210107,UT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4429,,462,,4506,,,,,,,,319,,,,,,,,,,,,,
20210107,VA,,Aggregate,,,,,,,,,11738,,1403,,253,,,,,,,,,4179,,365,,211,,,,,,,,,2692,,267,,190,,,,,,,,,3244,,429,,91
20210107,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210107,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,,54,,14,,,,,,,,,,,,,
20210107,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13870,0,1765,,1553,,,,,,,,,,,,,
20210107,WI,,Aggregate,,,,,,,,,,,,,616,,,,,,,,,,,,,,6959,,1369,,,,,,,,,,1266,,,,,,,,,,,,,
20210107,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2978,,,,2455,,,,,,430,,121,,,,,,,,,,,,,
20210107,WY,,Aggregate,920,9,133,,775,46,,,,,,,29,152,13,6,,90,24,,,,,,,19,,,,,,,,,,,,,,12,,,,15,,,,,,,,1
20210114,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,7,,54,,,,,,,,5,,,,,,,,,,,,,
20210114,AL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,565",,1396,,"4,444",,,,,,,,,,,,,,,,,,,,,
20210114,AR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,777",,"1,651",,8422,,11,,,,,,301,,,,,,,,,,,,,
20210114,AS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210114,AZ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,646,7689,,1970,,5410,,14,,,,,,269,,,,,,,,,,,,,
